模拟下注：贝斯,0 | 吉他,0 | 下注结果：【未命中】。2022-12-14 16:46:52 钢琴。本次回收：0。，总投入：0，总回收：0，实际收益：0，开关=1
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【命中】。2022-12-15 22:52:36 钢琴。本次回收：5。总投入：3272，总回收：1380，实际收益：-2133，开关=2
****************************************
模拟下注：吉他,1 | 钢琴,1 | 下注结果：【命中】。2022-12-15 22:56:28 吉他。本次回收：5。总投入：3274，总回收：1385，实际收益：-2132，开关=2
****************************************
模拟下注：贝斯,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-15 23:02:16 钢琴。本次回收：0。，总投入：3276，总回收：1385，实际收益：-2134，开关=2
****************************************
模拟下注：贝斯,10 | 小提琴,10 | 下注结果：【命中】。2022-12-15 23:09:02 贝斯。本次回收：50。总投入：3296，总回收：1435，实际收益：-2121，开关=2
****************************************
模拟下注：小提琴,1 | 贝斯,1 | 下注结果：【未命中】。2022-12-15 23:15:48 圆号。本次回收：0。，总投入：3298，总回收：1435，实际收益：-2122，开关=2
****************************************
模拟下注：小提琴,10 | 贝斯,10 | 下注结果：【命中】。2022-12-15 23:19:40 贝斯。本次回收：50。总投入：3318，总回收：1485，实际收益：-2109，开关=2
****************************************
模拟下注：小提琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-15 23:22:34 钢琴。本次回收：0。，总投入：3320，总回收：1485，实际收益：-2111，开关=2
****************************************
模拟下注：贝斯,10 | 钢琴,10 | 下注结果：【未命中】。2022-12-15 23:23:32 小提琴。本次回收：0。，总投入：3340，总回收：1485，实际收益：-2129，开关=1
****************************************
模拟下注：贝斯,100 | 钢琴,100 | 下注结果：【命中】。2022-12-15 23:26:26 钢琴。本次回收：500。总投入：3540，总回收：1985，实际收益：-1996，开关=2
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-15 23:31:16 钢琴。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-15 23:39:00 萨克斯风。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【未命中】。2022-12-15 23:44:48 小提琴。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-15 23:49:38 竖琴。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=2
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【命中】。2022-12-15 23:51:34 吉他。本次回收：0。总投入：3540，总回收：1985，实际收益：-1996，开关=2
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 00:02:12 钢琴。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 00:09:56 贝斯。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 00:15:44 贝斯。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：贝斯,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 00:21:32 吉他。本次回收：0。，总投入：3540，总回收：1985，实际收益：-1996，开关=1
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 00:32:10 钢琴。本次回收：0。总投入：3540，总回收：1985，实际收益：-1996，开关=2
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 00:53:26 钢琴。本次回收：0。总投入：3540，总回收：1985，实际收益：-1996，开关=2
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 00:59:14 钢琴。本次回收：5。总投入：3542，总回收：1990，实际收益：-1994，开关=2
****************************************
模拟下注：贝斯,1 | 吉他,1 | 下注结果：【命中】。2022-12-16 01:02:08 贝斯。本次回收：5。总投入：3544，总回收：1995，实际收益：-1993，开关=2
****************************************
模拟下注：吉他,1 | 贝斯,1 | 下注结果：【命中】。2022-12-16 01:06:58 吉他。本次回收：5。总投入：3546，总回收：2000，实际收益：-1992，开关=2
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 01:14:42 钢琴。本次回收：5。总投入：3548，总回收：2005，实际收益：-1990，开关=2
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 01:21:28 吉他。本次回收：0。，总投入：3550，总回收：2005，实际收益：-1992，开关=2
****************************************
模拟下注：吉他,10 | 钢琴,10 | 下注结果：【命中】。2022-12-16 01:22:26 吉他。本次回收：50。总投入：3570，总回收：2055，实际收益：-1979，开关=2
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 01:28:14 架子鼓。本次回收：0。，总投入：3572，总回收：2055，实际收益：-1981，开关=2
****************************************
模拟下注：钢琴,10 | 吉他,10 | 下注结果：【未命中】。2022-12-16 01:35:58 圆号。本次回收：0。，总投入：3592，总回收：2055，实际收益：-1999，开关=2
****************************************
模拟下注：贝斯,100 | 小提琴,100 | 下注结果：【命中】。2022-12-16 01:37:54 小提琴。本次回收：500。总投入：3792，总回收：2555，实际收益：-1866，开关=2
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 01:41:46 贝斯。本次回收：0。总投入：3792，总回收：2555，实际收益：-1866，开关=2
****************************************
模拟下注：贝斯,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 01:44:40 吉他。本次回收：0。，总投入：3794，总回收：2555，实际收益：-1868，开关=2
****************************************
模拟下注：钢琴,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 01:45:38 钢琴。本次回收：50。总投入：3814，总回收：2605，实际收益：-1854，开关=1
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 01:48:32 架子鼓。本次回收：0。，总投入：3816，总回收：2605，实际收益：-1856，开关=1
****************************************
模拟下注：钢琴,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 01:49:30 钢琴。本次回收：50。总投入：3836，总回收：2655，实际收益：-1843，开关=1
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 01:55:18 贝斯。本次回收：0。，总投入：3838，总回收：2655，实际收益：-1845，开关=1
****************************************
模拟下注：贝斯,10 | 吉他,10 | 下注结果：【未命中】。2022-12-16 02:01:06 钢琴。本次回收：0。，总投入：3858，总回收：2655，实际收益：-1863，开关=1
****************************************
模拟下注：小提琴,100 | 钢琴,100 | 下注结果：【未命中】。2022-12-16 02:09:48 吉他。本次回收：0。，总投入：4058，总回收：2655，实际收益：-2047，开关=2
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 02:21:24 钢琴。本次回收：0。，总投入：4058，总回收：2655，实际收益：-2047，开关=2
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 02:26:14 贝斯。本次回收：0。总投入：4058，总回收：2655，实际收益：-2047，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 02:27:12 吉他。本次回收：0。，总投入：4058，总回收：2655，实际收益：-2047，开关=2
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 02:28:10 小提琴。本次回收：0。总投入：4058，总回收：2655，实际收益：-2047，开关=1
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 02:45:34 吉他。本次回收：0。，总投入：0，总回收：0，实际收益：0，开关=2
****************************************
模拟下注：钢琴,0 | 吉他,0 | 下注结果：【未命中】。2022-12-16 02:46:32 竖琴。本次回收：0。，总投入：0，总回收：0，实际收益：0，开关=1
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 02:48:28 小提琴。本次回收：0。总投入：0，总回收：0，实际收益：0，开关=1
****************************************
模拟下注：钢琴,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 02:49:26 吉他。本次回收：0。总投入：0，总回收：0，实际收益：0，开关=2
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 02:58:08 钢琴。本次回收：5。总投入：2，总回收：5，实际收益：1，开关=1
****************************************
模拟下注：小提琴,1 | 吉他,1 | 下注结果：【命中】。2022-12-16 03:03:56 吉他。本次回收：5。总投入：4，总回收：10，实际收益：2，开关=1
****************************************
模拟下注：小提琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 03:04:54 钢琴。本次回收：0。，总投入：6，总回收：10，实际收益：0，开关=1
****************************************
模拟下注：小提琴,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 03:08:46 小提琴。本次回收：50。总投入：26，总回收：60，实际收益：14，开关=1
****************************************
模拟下注：小提琴,1 | 吉他,1 | 下注结果：【命中】。2022-12-16 03:11:40 小提琴。本次回收：5。总投入：28，总回收：65，实际收益：15，开关=1
****************************************
模拟下注：钢琴,1 | 贝斯,1 | 下注结果：【未命中】。2022-12-16 03:14:34 架子鼓。本次回收：0。，总投入：30，总回收：65，实际收益：13，开关=1
****************************************
模拟下注：小提琴,10 | 吉他,10 | 下注结果：【未命中】。2022-12-16 03:16:30 贝斯。本次回收：0。，总投入：50，总回收：65，实际收益：-4，开关=1
****************************************
模拟下注：小提琴,100 | 吉他,100 | 下注结果：【未命中】。2022-12-16 03:18:26 萨克斯风。本次回收：0。，总投入：250，总回收：65，实际收益：-188，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 03:20:22 吉他。本次回收：0。，总投入：250，总回收：65，实际收益：-188，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 03:31:00 小提琴。本次回收：0。总投入：250，总回收：65，实际收益：-188，开关=2
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 03:38:44 架子鼓。本次回收：0。，总投入：250，总回收：65，实际收益：-188，开关=2
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【未命中】。2022-12-16 03:52:16 钢琴。本次回收：0。，总投入：250，总回收：65，实际收益：-188，开关=2
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 03:53:14 小提琴。本次回收：0。总投入：250，总回收：65，实际收益：-188，开关=1
****************************************
模拟下注：小提琴,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 03:54:12 吉他。本次回收：0。总投入：250，总回收：65，实际收益：-188，开关=2
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 03:58:04 贝斯。本次回收：0。，总投入：252，总回收：65，实际收益：-190，开关=2
****************************************
模拟下注：小提琴,10 | 贝斯,10 | 下注结果：【未命中】。2022-12-16 03:59:02 钢琴。本次回收：0。，总投入：272，总回收：65，实际收益：-208，开关=1
****************************************
模拟下注：贝斯,100 | 小提琴,100 | 下注结果：【命中】。2022-12-16 04:00:58 贝斯。本次回收：500。总投入：472，总回收：565，实际收益：-75，开关=1
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 04:01:56 贝斯。本次回收：0。总投入：472，总回收：565，实际收益：-75，开关=1
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 04:02:54 架子鼓。本次回收：0。，总投入：474，总回收：565，实际收益：-77，开关=1
****************************************
模拟下注：钢琴,10 | 贝斯,10 | 下注结果：【未命中】。2022-12-16 04:12:34 小提琴。本次回收：0。，总投入：494，总回收：565，实际收益：-95，开关=1
****************************************
模拟下注：钢琴,100 | 贝斯,100 | 下注结果：【未命中】。2022-12-16 04:14:30 架子鼓。本次回收：0。，总投入：694，总回收：565，实际收益：-279，开关=1
****************************************
模拟下注：钢琴,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 04:17:24 钢琴。本次回收：0。总投入：694，总回收：565，实际收益：-279，开关=2
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 04:24:10 小提琴。本次回收：0。总投入：694，总回收：565，实际收益：-279，开关=1
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 04:26:06 小提琴。本次回收：0。，总投入：696，总回收：565，实际收益：-281，开关=1
****************************************
模拟下注：钢琴,10 | 贝斯,10 | 下注结果：【命中】。2022-12-16 04:32:52 钢琴。本次回收：50。总投入：716，总回收：615，实际收益：-268，开关=2
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 04:42:32 贝斯。本次回收：5。总投入：718，总回收：620，实际收益：-266，开关=2
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 04:48:20 架子鼓。本次回收：0。，总投入：720，总回收：620，实际收益：-268，开关=2
****************************************
模拟下注：贝斯,10 | 小提琴,10 | 下注结果：【未命中】。2022-12-16 04:50:16 吉他。本次回收：0。，总投入：740，总回收：620，实际收益：-287，开关=2
****************************************
模拟下注：钢琴,100 | 吉他,100 | 下注结果：【未命中】。2022-12-16 04:51:14 贝斯。本次回收：0。，总投入：940，总回收：620，实际收益：-471，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 04:57:02 贝斯。本次回收：0。，总投入：940，总回收：620，实际收益：-471，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 05:01:52 贝斯。本次回收：0。总投入：940，总回收：620，实际收益：-471，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 05:05:44 小提琴。本次回收：0。总投入：940，总回收：620，实际收益：-471，开关=2
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【命中】。2022-12-16 05:08:38 小提琴。本次回收：5。总投入：942，总回收：625，实际收益：-469，开关=1
****************************************
模拟下注：吉他,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 05:10:34 钢琴。本次回收：5。总投入：944，总回收：630，实际收益：-468，开关=1
****************************************
模拟下注：钢琴,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 05:21:12 贝斯。本次回收：0。，总投入：946，总回收：630，实际收益：-470，开关=1
****************************************
模拟下注：钢琴,10 | 小提琴,10 | 下注结果：【未命中】。2022-12-16 05:24:06 贝斯。本次回收：0。，总投入：966，总回收：630，实际收益：-488，开关=1
****************************************
模拟下注：吉他,100 | 小提琴,100 | 下注结果：【命中】。2022-12-16 05:26:02 吉他。本次回收：500。总投入：1166，总回收：1130，实际收益：-355，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 05:27:00 贝斯。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 05:36:40 贝斯。本次回收：0。总投入：1166，总回收：1130，实际收益：-355，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 05:37:38 萨克斯风。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=2
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 05:53:06 贝斯。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=2
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 05:54:04 萨克斯风。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=1
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 06:04:42 吉他。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=2
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 06:05:40 圆号。本次回收：0。，总投入：1166，总回收：1130，实际收益：-355，开关=1
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 06:08:34 贝斯。本次回收：0。总投入：1166，总回收：1130，实际收益：-355，开关=2
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 06:14:22 贝斯。本次回收：0。总投入：1166，总回收：1130，实际收益：-355，开关=2
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 06:24:02 架子鼓。本次回收：0。，总投入：1168，总回收：1130，实际收益：-357，开关=2
****************************************
模拟下注：钢琴,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 06:30:48 吉他。本次回收：50。总投入：1188，总回收：1180，实际收益：-343，开关=1
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 06:36:36 竖琴。本次回收：0。，总投入：1190，总回收：1180，实际收益：-345，开关=1
****************************************
模拟下注：贝斯,10 | 钢琴,10 | 下注结果：【未命中】。2022-12-16 06:38:32 吉他。本次回收：0。，总投入：1210，总回收：1180，实际收益：-363，开关=1
****************************************
模拟下注：钢琴,100 | 吉他,100 | 下注结果：【未命中】。2022-12-16 06:43:22 贝斯。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 06:44:20 钢琴。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 06:46:16 小提琴。本次回收：0。总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 06:49:10 吉他。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 06:50:08 吉他。本次回收：0。总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 06:51:06 小提琴。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：小提琴,0 | 吉他,0 | 下注结果：【未命中】。2022-12-16 06:55:56 贝斯。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 07:00:46 吉他。本次回收：0。总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 07:08:30 架子鼓。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 07:18:10 小提琴。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 07:21:04 贝斯。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 07:23:58 吉他。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 07:25:54 小提琴。本次回收：0。，总投入：1410，总回收：1180，实际收益：-547，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 07:26:52 吉他。本次回收：0。总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 07:30:44 小提琴。本次回收：0。总投入：1410，总回收：1180，实际收益：-547，开关=1
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 07:31:42 小提琴。本次回收：0。，总投入：1412，总回收：1180，实际收益：-549，开关=2
****************************************
模拟下注：吉他,10 | 小提琴,10 | 下注结果：【未命中】。2022-12-16 07:32:40 架子鼓。本次回收：0。，总投入：1432，总回收：1180，实际收益：-568，开关=1
****************************************
模拟下注：吉他,100 | 小提琴,100 | 下注结果：【未命中】。2022-12-16 07:36:32 萨克斯风。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 07:41:22 小提琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 07:42:20 钢琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 07:48:08 架子鼓。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 07:50:04 吉他。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 08:10:22 小提琴。本次回收：0。总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 08:21:58 贝斯。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 08:22:56 钢琴。本次回收：0。总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 08:29:42 贝斯。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 08:30:40 竖琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 08:39:22 钢琴。本次回收：0。总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 08:48:04 钢琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：吉他,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 09:01:36 小提琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 09:08:22 小提琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 09:09:20 竖琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 09:19:00 钢琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 09:21:54 钢琴。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【未命中】。2022-12-16 09:22:52 架子鼓。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：贝斯,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 09:25:46 萨克斯风。本次回收：0。，总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 09:28:40 钢琴。本次回收：0。总投入：1632，总回收：1180，实际收益：-752，开关=1
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 09:29:38 小提琴。本次回收：0。总投入：1632，总回收：1180，实际收益：-752，开关=2
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 09:32:32 吉他。本次回收：0。，总投入：1634，总回收：1180，实际收益：-753，开关=1
****************************************
模拟下注：贝斯,10 | 小提琴,10 | 下注结果：【未命中】。2022-12-16 09:36:24 钢琴。本次回收：0。，总投入：1654，总回收：1180，实际收益：-772，开关=1
****************************************
模拟下注：贝斯,100 | 吉他,100 | 下注结果：【命中】。2022-12-16 09:43:10 贝斯。本次回收：500。总投入：1854，总回收：1680，实际收益：-638，开关=2
****************************************
模拟下注：贝斯,0 | 吉他,0 | 下注结果：【命中】。2022-12-16 09:48:00 吉他。本次回收：0。总投入：1854，总回收：1680，实际收益：-638，开关=2
****************************************
模拟下注：贝斯,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 09:54:46 小提琴。本次回收：0。，总投入：1856，总回收：1680，实际收益：-640，开关=2
****************************************
模拟下注：钢琴,10 | 小提琴,10 | 下注结果：【命中】。2022-12-16 09:55:44 小提琴。本次回收：50。总投入：1876，总回收：1730，实际收益：-627，开关=1
****************************************
模拟下注：钢琴,1 | 小提琴,1 | 下注结果：【命中】。2022-12-16 09:56:42 小提琴。本次回收：5。总投入：1878，总回收：1735，实际收益：-626，开关=1
****************************************
模拟下注：钢琴,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 09:57:40 吉他。本次回收：0。，总投入：1880，总回收：1735，实际收益：-627，开关=1
****************************************
模拟下注：小提琴,10 | 贝斯,10 | 下注结果：【命中】。2022-12-16 10:21:50 小提琴。本次回收：50。总投入：1900，总回收：1785，实际收益：-614，开关=1
****************************************
模拟下注：贝斯,1 | 小提琴,1 | 下注结果：【命中】。2022-12-16 10:22:48 贝斯。本次回收：5。总投入：1902，总回收：1790，实际收益：-613，开关=1
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 10:23:46 吉他。本次回收：0。，总投入：1904，总回收：1790，实际收益：-615，开关=1
****************************************
模拟下注：小提琴,10 | 贝斯,10 | 下注结果：【命中】。2022-12-16 10:28:36 贝斯。本次回收：50。总投入：1924，总回收：1840，实际收益：-601，开关=1
****************************************
模拟下注：小提琴,1 | 贝斯,1 | 下注结果：【命中】。2022-12-16 10:58:34 贝斯。本次回收：5。总投入：1926，总回收：1845，实际收益：-600，开关=1
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 11:07:16 架子鼓。本次回收：0。，总投入：1928，总回收：1845，实际收益：-602，开关=1
****************************************
模拟下注：吉他,10 | 小提琴,10 | 下注结果：【命中】。2022-12-16 11:09:12 小提琴。本次回收：50。总投入：1948，总回收：1895，实际收益：-588，开关=1
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【未命中】。2022-12-16 11:10:10 贝斯。本次回收：0。，总投入：1950，总回收：1895，实际收益：-590，开关=1
****************************************
模拟下注：小提琴,10 | 钢琴,10 | 下注结果：【未命中】。2022-12-16 11:53:40 吉他。本次回收：0。，总投入：1970，总回收：1895，实际收益：-609，开关=1
****************************************
模拟下注：贝斯,100 | 小提琴,100 | 下注结果：【未命中】。2022-12-16 11:56:34 架子鼓。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 12:08:10 萨克斯风。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
